date,type,likes_count_fb,comments_count_fb,shares_count_fb,sentiment,valence,post_link
01/03/2016,photo,606,184,271,neutral,0,https://www.facebook.com/77249349077/posts/10154050500564078
01/03/2016,link,817,158,161,positive,2,https://www.facebook.com/77249349077/posts/10154051531574078
02/03/2016,photo,363,252,138,neutral,0,https://www.facebook.com/77249349077/posts/10154052847439078
02/03/2016,link,601,343,190,neutral,0,https://www.facebook.com/77249349077/posts/10154052872719078
02/03/2016,link,743,906,300,positive,1,https://www.facebook.com/77249349077/posts/10154052897834078
03/03/2016,link,218,171,62,positive,2,https://www.facebook.com/77249349077/posts/10154055104679078
03/03/2016,link,505,217,90,negative,-1,https://www.facebook.com/77249349077/posts/10154055852944078
03/03/2016,link,420,127,63,neutral,0,https://www.facebook.com/77249349077/posts/10154056062399078
03/03/2016,link,1012,425,476,negative,-1,https://www.facebook.com/77249349077/posts/10154056319794078
04/03/2016,photo,499,158,284,neutral,0,https://www.facebook.com/77249349077/posts/10154057388084078
04/03/2016,link,383,204,133,negative,-1,https://www.facebook.com/77249349077/posts/10154057793654078
04/03/2016,link,341,470,76,positive,1,https://www.facebook.com/77249349077/posts/10154057906334078
05/03/2016,link,397,523,72,neutral,0,https://www.facebook.com/77249349077/posts/10154059740909078
08/03/2016,photo,225,79,118,positive,1,https://www.facebook.com/77249349077/posts/10154067108309078
08/03/2016,link,219,262,66,neutral,0,https://www.facebook.com/77249349077/posts/10154067352409078
08/03/2016,video,704,268,0,neutral,0,https://www.facebook.com/77249349077/posts/10154067721784078
09/03/2016,link,494,1524,235,neutral,0,https://www.facebook.com/77249349077/posts/10154069217879078
10/03/2016,photo,562,195,346,positive,2,https://www.facebook.com/77249349077/posts/10154072508564078
10/03/2016,video,1389,583,1099,positive,3,https://www.facebook.com/77249349077/posts/10154072986364078
10/03/2016,link,310,253,47,positive,1,https://www.facebook.com/77249349077/posts/10154073219799078
10/03/2016,photo,437,177,147,neutral,0,https://www.facebook.com/77249349077/posts/10154073581839078
11/03/2016,video,530,498,249,neutral,0,https://www.facebook.com/77249349077/posts/10154076573424078
11/03/2016,link,272,279,33,neutral,0,https://www.facebook.com/77249349077/posts/10154077880519078
12/03/2016,video,525,415,139,positive,1,https://www.facebook.com/77249349077/posts/10154080912839078
12/03/2016,link,597,220,71,neutral,0,https://www.facebook.com/77249349077/posts/10154081187524078
12/03/2016,link,110,12,34,negative,-1,https://www.facebook.com/77249349077/posts/10154081424324078
12/03/2016,photo,3514,689,883,neutral,0,https://www.facebook.com/77249349077/posts/10154082865244078
12/03/2016,video,1201,497,1141,neutral,0,https://www.facebook.com/77249349077/posts/10154083305664078
12/03/2016,photo,35,4,1,neutral,0,https://www.facebook.com/77249349077/posts/10154083415429078
12/03/2016,link,956,552,150,neutral,0,https://www.facebook.com/77249349077/posts/10154084339939078
13/03/2016,link,38,28,10,neutral,0,https://www.facebook.com/77249349077/posts/10154086533014078
13/03/2016,video,1126,370,591,neutral,0,https://www.facebook.com/77249349077/posts/10154086576859078
13/03/2016,photo,633,221,261,positive,1,https://www.facebook.com/77249349077/posts/10154086729599078
13/03/2016,photo,760,118,187,neutral,0,https://www.facebook.com/77249349077/posts/10154087175859078
13/03/2016,video,1116,571,815,neutral,0,https://www.facebook.com/77249349077/posts/10154087193509078
14/03/2016,video,2027,3073,3583,neutral,0,https://www.facebook.com/77249349077/posts/10154089611594078
14/03/2016,photo,201,47,24,neutral,0,https://www.facebook.com/77249349077/posts/10154089799989078
14/03/2016,link,325,148,99,neutral,0,https://www.facebook.com/77249349077/posts/10154090202924078
15/03/2016,link,313,79,36,positive,2,https://www.facebook.com/77249349077/posts/10154092540799078
15/03/2016,photo,288,96,167,neutral,0,https://www.facebook.com/77249349077/posts/10154092933174078
16/03/2016,link,433,92,64,positive,1,https://www.facebook.com/77249349077/posts/10154094994754078
16/03/2016,link,484,172,93,neutral,0,https://www.facebook.com/77249349077/posts/10154095151979078
16/03/2016,photo,220,64,143,negative,-2,https://www.facebook.com/77249349077/posts/10154095532419078
16/03/2016,photo,601,578,2496,neutral,0,https://www.facebook.com/77249349077/posts/10154095891924078
16/03/2016,link,388,182,301,neutral,0,https://www.facebook.com/77249349077/posts/10154096586079078
17/03/2016,video,639,106,406,positive,1,https://www.facebook.com/77249349077/posts/10154098146504078
17/03/2016,link,446,71,95,positive,3,https://www.facebook.com/77249349077/posts/10154098280364078
17/03/2016,photo,853,256,950,positive,3,https://www.facebook.com/77249349077/posts/10154098371349078
17/03/2016,photo,355,222,301,neutral,0,https://www.facebook.com/77249349077/posts/10154098908654078
17/03/2016,link,131,87,15,positive,1,https://www.facebook.com/77249349077/posts/10154099179274078
17/03/2016,link,755,193,218,neutral,0,https://www.facebook.com/77249349077/posts/10154099657014078
18/03/2016,link,284,154,144,neutral,0,https://www.facebook.com/77249349077/posts/10154102553334078
18/03/2016,link,945,149,107,positive,2,https://www.facebook.com/77249349077/posts/10154102560574078
18/03/2016,video,1055,422,590,positive,2,https://www.facebook.com/77249349077/posts/10154102739144078
19/03/2016,link,324,223,94,neutral,0,https://www.facebook.com/77249349077/posts/10154105161054078
20/03/2016,link,558,463,143,neutral,0,https://www.facebook.com/77249349077/posts/10154108317794078
21/03/2016,video,379,158,0,neutral,0,https://www.facebook.com/77249349077/posts/10154111802299078
22/03/2016,photo,1100,381,548,negative,-1,https://www.facebook.com/77249349077/posts/10154115644509078
22/03/2016,link,437,298,160,neutral,0,https://www.facebook.com/77249349077/posts/10154115868169078
22/03/2016,photo,298,225,89,positive,2,https://www.facebook.com/77249349077/posts/10154117630449078
23/03/2016,video,1003,475,1052,positive,1,https://www.facebook.com/77249349077/posts/10154121399599078
23/03/2016,link,1816,621,416,positive,2,https://www.facebook.com/77249349077/posts/10154121966259078
24/03/2016,photo,1934,495,1275,neutral,0,https://www.facebook.com/77249349077/posts/10154125404284078
24/03/2016,video,1685,387,1389,negative,-3,https://www.facebook.com/77249349077/posts/10154126958774078
24/03/2016,video,2779,698,792,negative,-1,https://www.facebook.com/77249349077/posts/10154127033629078
25/03/2016,photo,619,249,225,positive,1,https://www.facebook.com/77249349077/posts/10154129844734078
25/03/2016,link,770,276,96,neutral,0,https://www.facebook.com/77249349077/posts/10154130767664078
25/03/2016,link,607,324,88,neutral,0,https://www.facebook.com/77249349077/posts/10154131205254078
27/03/2016,link,1178,556,257,neutral,0,https://www.facebook.com/77249349077/posts/10154139796599078
28/03/2016,photo,449,142,41,neutral,0,https://www.facebook.com/77249349077/posts/10154144043409078
28/03/2016,link,610,146,98,positive,1,https://www.facebook.com/77249349077/posts/10154144769039078
28/03/2016,photo,798,239,517,positive,3,https://www.facebook.com/77249349077/posts/10154145356739078
29/03/2016,photo,298,95,90,positive,2,https://www.facebook.com/77249349077/posts/10154148402629078
29/03/2016,link,207,45,33,positive,1,https://www.facebook.com/77249349077/posts/10154148587614078
29/03/2016,link,154,93,50,neutral,0,https://www.facebook.com/77249349077/posts/10154149310434078
29/03/2016,photo,979,331,347,neutral,0,https://www.facebook.com/77249349077/posts/10154150338134078
29/03/2016,video,1000,340,0,neutral,0,https://www.facebook.com/77249349077/posts/10154150624344078
30/03/2016,video,873,373,632,neutral,0,https://www.facebook.com/77249349077/posts/10154152848324078
30/03/2016,photo,563,206,262,positive,4,https://www.facebook.com/77249349077/posts/10154153212614078
30/03/2016,link,566,889,236,neutral,0,https://www.facebook.com/77249349077/posts/10154154311119078
30/03/2016,photo,168,74,38,positive,3,https://www.facebook.com/77249349077/posts/10154154809274078
31/03/2016,link,468,712,210,positive,1,https://www.facebook.com/77249349077/posts/10154157785399078
31/03/2016,photo,994,215,508,neutral,0,https://www.facebook.com/77249349077/posts/10154158468049078
31/03/2016,photo,553,238,232,neutral,0,https://www.facebook.com/77249349077/posts/10154158494779078
01/04/2016,photo,753,327,849,neutral,0,https://www.facebook.com/77249349077/posts/10154162932179078
01/04/2016,link,461,206,104,positive,3,https://www.facebook.com/77249349077/posts/10154163474029078
02/04/2016,photo,523,280,230,positive,2,https://www.facebook.com/77249349077/posts/10154165660449078
03/04/2016,link,308,165,76,positive,2,https://www.facebook.com/77249349077/posts/10154167837384078
03/04/2016,photo,560,141,101,neutral,0,https://www.facebook.com/77249349077/posts/10154168617709078
03/04/2016,photo,185,29,45,neutral,0,https://www.facebook.com/77249349077/posts/10154168755399078
03/04/2016,video,968,238,647,negative,-1,https://www.facebook.com/77249349077/posts/10154169579209078
04/04/2016,link,345,124,109,positive,1,https://www.facebook.com/77249349077/posts/10154170784949078
04/04/2016,photo,267,95,87,positive,2,https://www.facebook.com/77249349077/posts/10154171754669078
04/04/2016,video,447,209,243,negative,-1,https://www.facebook.com/77249349077/posts/10154172338039078
05/04/2016,link,448,122,60,positive,3,https://www.facebook.com/77249349077/posts/10154173557549078
05/04/2016,video,831,275,721,neutral,0,https://www.facebook.com/77249349077/posts/10154173980944078
05/04/2016,photo,439,205,168,neutral,0,https://www.facebook.com/77249349077/posts/10154174466419078
06/04/2016,video,537,94,202,neutral,0,https://www.facebook.com/77249349077/posts/10154175898399078
06/04/2016,link,152,98,22,positive,1,https://www.facebook.com/77249349077/posts/10154176499459078
06/04/2016,link,518,78,24,neutral,0,https://www.facebook.com/77249349077/posts/10154176701829078
06/04/2016,link,1086,525,304,positive,5,https://www.facebook.com/77249349077/posts/10154177014529078
07/04/2016,photo,430,196,231,positive,2,https://www.facebook.com/77249349077/posts/10154178488214078
07/04/2016,video,683,89,163,neutral,0,https://www.facebook.com/77249349077/posts/10154179392084078
08/04/2016,photo,769,414,360,positive,1,https://www.facebook.com/77249349077/posts/10154180926309078
08/04/2016,video,1165,359,885,positive,2,https://www.facebook.com/77249349077/posts/10154181231534078
09/04/2016,video,1495,445,986,positive,1,https://www.facebook.com/77249349077/posts/10154184159859078
10/04/2016,link,95,259,11,neutral,0,https://www.facebook.com/77249349077/posts/10154186105649078
11/04/2016,video,646,146,599,neutral,0,https://www.facebook.com/77249349077/posts/10154188698679078
11/04/2016,link,168,260,23,neutral,0,https://www.facebook.com/77249349077/posts/10154189329719078
11/04/2016,link,374,143,42,neutral,0,https://www.facebook.com/77249349077/posts/10154189712594078
12/04/2016,photo,599,225,220,neutral,0,https://www.facebook.com/77249349077/posts/10154191317784078
12/04/2016,link,334,130,224,neutral,0,https://www.facebook.com/77249349077/posts/10154191651069078
12/04/2016,link,616,230,81,positive,1,https://www.facebook.com/77249349077/posts/10154192287129078
13/04/2016,video,1623,208,1608,neutral,0,https://www.facebook.com/77249349077/posts/10154193673714078
13/04/2016,video,1355,137,1,positive,2,https://www.facebook.com/77249349077/posts/10154194867054078
13/04/2016,link,665,101,123,positive,1,https://www.facebook.com/77249349077/posts/10154194950634078
14/04/2016,link,252,87,160,neutral,0,https://www.facebook.com/77249349077/posts/10154195957994078
14/04/2016,link,202,74,97,neutral,0,https://www.facebook.com/77249349077/posts/10154196071534078
14/04/2016,video,1533,2280,485,neutral,0,https://www.facebook.com/77249349077/posts/10154196537859078
14/04/2016,video,1094,333,655,neutral,0,https://www.facebook.com/77249349077/posts/10154196906489078
14/04/2016,video,1024,191,789,neutral,0,https://www.facebook.com/77249349077/posts/10154197194754078
15/04/2016,video,551,109,297,positive,1,https://www.facebook.com/77249349077/posts/10154198303624078
15/04/2016,link,1272,234,269,positive,1,https://www.facebook.com/77249349077/posts/10154198633869078
15/04/2016,video,435,106,137,neutral,0,https://www.facebook.com/77249349077/posts/10154199469789078
16/04/2016,video,1013,109,503,neutral,0,https://www.facebook.com/77249349077/posts/10154200609699078
17/04/2016,video,1110,336,954,neutral,0,https://www.facebook.com/77249349077/posts/10154202919199078
17/04/2016,photo,712,191,541,positive,1,https://www.facebook.com/77249349077/posts/10154203076959078
17/04/2016,link,337,54,96,neutral,0,https://www.facebook.com/77249349077/posts/10154203530804078
17/04/2016,link,627,257,79,positive,2,https://www.facebook.com/77249349077/posts/10154204076949078
18/04/2016,link,208,43,80,neutral,0,https://www.facebook.com/77249349077/posts/10154205372299078
18/04/2016,link,848,318,129,positive,3,https://www.facebook.com/77249349077/posts/10154205692514078
18/04/2016,link,105,13,45,neutral,0,https://www.facebook.com/77249349077/posts/10154206312579078
18/04/2016,video,365,97,64,neutral,0,https://www.facebook.com/77249349077/posts/10154206412739078
18/04/2016,photo,260,95,54,neutral,0,https://www.facebook.com/77249349077/posts/10154206650234078
19/04/2016,photo,807,202,342,neutral,0,https://www.facebook.com/77249349077/posts/10154207744114078
20/04/2016,video,241,31,122,positive,1,https://www.facebook.com/77249349077/posts/10154210119074078
20/04/2016,video,74,10,53,neutral,0,https://www.facebook.com/77249349077/posts/10154210192149078
20/04/2016,video,53,1,19,neutral,0,https://www.facebook.com/77249349077/posts/10154210259129078
20/04/2016,link,67,8,41,positive,1,https://www.facebook.com/77249349077/posts/10154210293274078
20/04/2016,link,104,9,71,neutral,0,https://www.facebook.com/77249349077/posts/10154210301209078
20/04/2016,link,91,11,37,neutral,0,https://www.facebook.com/77249349077/posts/10154210304784078
20/04/2016,link,107,27,61,positive,2,https://www.facebook.com/77249349077/posts/10154210307589078
20/04/2016,link,109,13,50,neutral,0,https://www.facebook.com/77249349077/posts/10154210313104078
20/04/2016,link,232,6,122,positive,1,https://www.facebook.com/77249349077/posts/10154210320459078
20/04/2016,link,320,141,149,neutral,0,https://www.facebook.com/77249349077/posts/10154210333639078
20/04/2016,link,702,147,134,neutral,0,https://www.facebook.com/77249349077/posts/10154210640009078
20/04/2016,video,414,52,369,neutral,0,https://www.facebook.com/77249349077/posts/10154210970284078
20/04/2016,link,1205,295,248,neutral,0,https://www.facebook.com/77249349077/posts/10154211170314078
21/04/2016,video,503,45,0,neutral,0,https://www.facebook.com/77249349077/posts/10154212227399078
21/04/2016,link,308,168,53,positive,1,https://www.facebook.com/77249349077/posts/10154212817574078
21/04/2016,link,115,93,23,neutral,0,https://www.facebook.com/77249349077/posts/10154213337584078
21/04/2016,video,1062,1918,288,neutral,0,https://www.facebook.com/77249349077/posts/10154213424499078
22/04/2016,link,706,183,81,positive,1,https://www.facebook.com/77249349077/posts/10154215195709078
22/04/2016,video,100,61,38,neutral,0,https://www.facebook.com/77249349077/posts/10154215394319078
22/04/2016,video,400,131,183,neutral,0,https://www.facebook.com/77249349077/posts/10154215785169078
23/04/2016,link,906,156,129,neutral,0,https://www.facebook.com/77249349077/posts/10154217317779078
23/04/2016,video,744,283,632,neutral,0,https://www.facebook.com/77249349077/posts/10154218088254078
24/04/2016,link,646,201,171,positive,1,https://www.facebook.com/77249349077/posts/10154219585469078
24/04/2016,link,627,94,26,neutral,0,https://www.facebook.com/77249349077/posts/10154220596279078
25/04/2016,link,230,41,59,positive,1,https://www.facebook.com/77249349077/posts/10154221958379078
25/04/2016,photo,543,253,361,positive,5,https://www.facebook.com/77249349077/posts/10154222308369078
25/04/2016,video,261,47,39,positive,1,https://www.facebook.com/77249349077/posts/10154223096004078
25/04/2016,link,1397,141,228,neutral,0,https://www.facebook.com/77249349077/posts/10154223252994078
26/04/2016,link,376,55,76,neutral,0,https://www.facebook.com/77249349077/posts/10154224142324078
26/04/2016,link,437,151,88,neutral,0,https://www.facebook.com/77249349077/posts/10154224307999078
27/04/2016,link,242,73,134,positive,2,https://www.facebook.com/77249349077/posts/10154226417904078
27/04/2016,link,956,209,347,positive,1,https://www.facebook.com/77249349077/posts/10154226653899078
27/04/2016,photo,330,64,165,neutral,0,https://www.facebook.com/77249349077/posts/10154227197609078
27/04/2016,link,302,86,43,positive,2,https://www.facebook.com/77249349077/posts/10154227375589078
28/04/2016,photo,662,238,100,neutral,0,https://www.facebook.com/77249349077/posts/10154228722794078
28/04/2016,photo,79,10,0,neutral,0,https://www.facebook.com/77249349077/posts/10154228972949078
28/04/2016,link,1392,954,337,positive,2,https://www.facebook.com/77249349077/posts/10154229078699078
28/04/2016,video,449,84,60,neutral,0,https://www.facebook.com/77249349077/posts/10154229352379078
29/04/2016,link,335,97,43,negative,-1,https://www.facebook.com/77249349077/posts/10154230986669078
29/04/2016,photo,1068,134,549,positive,1,https://www.facebook.com/77249349077/posts/10154231153369078
29/04/2016,video,1908,478,703,neutral,0,https://www.facebook.com/77249349077/posts/10154231146224078
30/04/2016,link,313,119,77,positive,2,https://www.facebook.com/77249349077/posts/10154233469559078
30/04/2016,link,409,108,53,neutral,0,https://www.facebook.com/77249349077/posts/10154233586269078
30/04/2016,video,211,184,0,neutral,0,https://www.facebook.com/77249349077/posts/10154233736774078
01/05/2016,link,99,36,11,positive,1,https://www.facebook.com/77249349077/posts/10154235622344078
01/05/2016,video,1286,374,1071,neutral,0,https://www.facebook.com/77249349077/posts/10154235980384078
01/05/2016,link,362,77,68,positive,1,https://www.facebook.com/77249349077/posts/10154236390824078
01/05/2016,video,1452,495,747,positive,1,https://www.facebook.com/77249349077/posts/10154236775319078
01/05/2016,video,710,262,810,neutral,0,https://www.facebook.com/77249349077/posts/10154236831954078
01/05/2016,video,779,253,759,neutral,0,https://www.facebook.com/77249349077/posts/10154236853119078
02/05/2016,video,285,125,0,positive,3,https://www.facebook.com/77249349077/posts/10154238079879078
02/05/2016,link,1230,283,268,positive,1,https://www.facebook.com/77249349077/posts/10154238672834078
02/05/2016,video,896,112,0,neutral,0,https://www.facebook.com/77249349077/posts/10154239477929078
03/05/2016,link,177,124,45,positive,1,https://www.facebook.com/77249349077/posts/10154240420204078
03/05/2016,link,583,144,0,neutral,0,https://www.facebook.com/77249349077/posts/10154240735029078
03/05/2016,link,489,179,87,positive,1,https://www.facebook.com/77249349077/posts/10154240803134078
03/05/2016,link,195,140,44,positive,2,https://www.facebook.com/77249349077/posts/10154241041774078
03/05/2016,photo,718,111,694,positive,2,https://www.facebook.com/77249349077/posts/10154241150939078
04/05/2016,link,562,422,90,neutral,0,https://www.facebook.com/77249349077/posts/10154242703054078
04/05/2016,video,422,301,0,neutral,0,https://www.facebook.com/77249349077/posts/10154242832079078
04/05/2016,video,498,24,0,positive,1,https://www.facebook.com/77249349077/posts/10154243147724078
04/05/2016,video,1086,157,1,neutral,0,https://www.facebook.com/77249349077/posts/10154243301864078
04/05/2016,video,537,73,1,neutral,0,https://www.facebook.com/77249349077/posts/10154243355039078
04/05/2016,video,1373,241,1164,neutral,0,https://www.facebook.com/77249349077/posts/10154243337204078
04/05/2016,video,1304,225,0,neutral,0,https://www.facebook.com/77249349077/posts/10154243577214078
04/05/2016,video,1502,319,0,neutral,0,https://www.facebook.com/77249349077/posts/10154243825294078
04/05/2016,link,629,212,31,neutral,0,https://www.facebook.com/77249349077/posts/10154243842769078
05/05/2016,link,2489,518,822,neutral,0,https://www.facebook.com/77249349077/posts/10154244924764078
05/05/2016,link,2214,345,264,positive,2,https://www.facebook.com/77249349077/posts/10154245059754078
05/05/2016,video,1454,209,1,neutral,0,https://www.facebook.com/77249349077/posts/10154245180774078
05/05/2016,link,297,230,110,neutral,0,https://www.facebook.com/77249349077/posts/10154245244034078
05/05/2016,photo,616,750,90,neutral,0,https://www.facebook.com/77249349077/posts/10154245308394078
05/05/2016,link,107,19,28,neutral,0,https://www.facebook.com/77249349077/posts/10154245629314078
05/05/2016,video,1633,181,203,neutral,0,https://www.facebook.com/77249349077/posts/10154245829644078
05/05/2016,link,101,20,25,neutral,0,https://www.facebook.com/77249349077/posts/10154246428689078
05/05/2016,photo,5120,415,412,neutral,0,https://www.facebook.com/77249349077/posts/10154246558264078
06/05/2016,photo,2404,132,205,neutral,0,https://www.facebook.com/77249349077/posts/10154246859604078
06/05/2016,photo,830,43,117,neutral,0,https://www.facebook.com/77249349077/posts/10154246924574078
06/05/2016,photo,161,8,26,neutral,0,https://www.facebook.com/77249349077/posts/10154246963124078
06/05/2016,photo,209,13,70,neutral,0,https://www.facebook.com/77249349077/posts/10154246964159078
06/05/2016,photo,155,6,37,neutral,0,https://www.facebook.com/77249349077/posts/10154246965754078
06/05/2016,photo,209,11,54,neutral,0,https://www.facebook.com/77249349077/posts/10154246970559078
06/05/2016,photo,134,11,25,neutral,0,https://www.facebook.com/77249349077/posts/10154246976999078
06/05/2016,photo,137,4,32,neutral,0,https://www.facebook.com/77249349077/posts/10154246978489078
06/05/2016,photo,161,7,42,neutral,0,https://www.facebook.com/77249349077/posts/10154246988209078
06/05/2016,photo,175,12,46,neutral,0,https://www.facebook.com/77249349077/posts/10154246989609078
06/05/2016,photo,144,3,23,neutral,0,https://www.facebook.com/77249349077/posts/10154246992329078
06/05/2016,photo,129,2,39,neutral,0,https://www.facebook.com/77249349077/posts/10154246993079078
06/05/2016,photo,122,6,21,neutral,0,https://www.facebook.com/77249349077/posts/10154246996354078
06/05/2016,photo,120,2,16,neutral,0,https://www.facebook.com/77249349077/posts/10154246998089078
06/05/2016,photo,107,3,13,neutral,0,https://www.facebook.com/77249349077/posts/10154247058914078
06/05/2016,photo,154,4,51,neutral,0,https://www.facebook.com/77249349077/posts/10154247060709078
06/05/2016,photo,105,4,18,neutral,0,https://www.facebook.com/77249349077/posts/10154247063339078
06/05/2016,photo,103,1,17,neutral,0,https://www.facebook.com/77249349077/posts/10154247068764078
06/05/2016,photo,163,6,36,neutral,0,https://www.facebook.com/77249349077/posts/10154247071399078
06/05/2016,photo,162,4,48,neutral,0,https://www.facebook.com/77249349077/posts/10154247072244078
06/05/2016,photo,103,5,12,neutral,0,https://www.facebook.com/77249349077/posts/10154247073279078
06/05/2016,photo,94,1,13,neutral,0,https://www.facebook.com/77249349077/posts/10154247073929078
06/05/2016,photo,117,7,28,neutral,0,https://www.facebook.com/77249349077/posts/10154247076339078
06/05/2016,photo,118,3,37,neutral,0,https://www.facebook.com/77249349077/posts/10154247092809078
06/05/2016,photo,177,5,61,neutral,0,https://www.facebook.com/77249349077/posts/10154247097154078
06/05/2016,photo,185,16,73,neutral,0,https://www.facebook.com/77249349077/posts/10154247111414078
06/05/2016,photo,87,3,12,neutral,0,https://www.facebook.com/77249349077/posts/10154247115719078
06/05/2016,photo,121,4,34,neutral,0,https://www.facebook.com/77249349077/posts/10154247117979078
06/05/2016,photo,163,11,44,neutral,0,https://www.facebook.com/77249349077/posts/10154247118749078
06/05/2016,photo,118,5,28,neutral,0,https://www.facebook.com/77249349077/posts/10154247146249078
06/05/2016,photo,130,6,29,neutral,0,https://www.facebook.com/77249349077/posts/10154247146759078
06/05/2016,photo,161,3,66,neutral,0,https://www.facebook.com/77249349077/posts/10154247147369078
06/05/2016,photo,83,2,12,neutral,0,https://www.facebook.com/77249349077/posts/10154247149539078
06/05/2016,photo,247,11,58,neutral,0,https://www.facebook.com/77249349077/posts/10154247159879078
06/05/2016,photo,136,3,51,neutral,0,https://www.facebook.com/77249349077/posts/10154247163564078
06/05/2016,photo,106,7,24,neutral,0,https://www.facebook.com/77249349077/posts/10154247163869078
06/05/2016,photo,122,6,39,neutral,0,https://www.facebook.com/77249349077/posts/10154247165649078
06/05/2016,photo,123,3,33,neutral,0,https://www.facebook.com/77249349077/posts/10154247171314078
06/05/2016,photo,84,1,14,neutral,0,https://www.facebook.com/77249349077/posts/10154247189814078
06/05/2016,photo,70,1,8,neutral,0,https://www.facebook.com/77249349077/posts/10154247199624078
06/05/2016,photo,97,4,19,neutral,0,https://www.facebook.com/77249349077/posts/10154247202714078
06/05/2016,photo,310,16,97,neutral,0,https://www.facebook.com/77249349077/posts/10154247205204078
06/05/2016,photo,88,2,6,neutral,0,https://www.facebook.com/77249349077/posts/10154247225659078
06/05/2016,photo,84,1,20,neutral,0,https://www.facebook.com/77249349077/posts/10154247226009078
06/05/2016,photo,80,1,10,neutral,0,https://www.facebook.com/77249349077/posts/10154247238819078
06/05/2016,photo,93,3,11,neutral,0,https://www.facebook.com/77249349077/posts/10154247252834078
06/05/2016,photo,131,1,36,neutral,0,https://www.facebook.com/77249349077/posts/10154247269259078
06/05/2016,photo,104,7,25,neutral,0,https://www.facebook.com/77249349077/posts/10154247293064078
06/05/2016,photo,337,23,17,neutral,0,https://www.facebook.com/77249349077/posts/10154247426894078
06/05/2016,link,5951,675,662,positive,1,https://www.facebook.com/77249349077/posts/10154247625684078
06/05/2016,link,3731,992,953,neutral,0,https://www.facebook.com/77249349077/posts/10154247681534078
06/05/2016,video,1904,637,1050,positive,1,https://www.facebook.com/77249349077/posts/10154248386499078
07/05/2016,video,3972,1421,1386,neutral,0,https://www.facebook.com/77249349077/posts/10154250253289078
07/05/2016,photo,640,315,97,positive,1,https://www.facebook.com/77249349077/posts/10154250411334078
07/05/2016,video,984,567,555,positive,3,https://www.facebook.com/77249349077/posts/10154250741529078
09/05/2016,link,845,172,83,positive,3,https://www.facebook.com/77249349077/posts/10154255233579078
10/05/2016,link,455,487,85,positive,5,https://www.facebook.com/77249349077/posts/10154258383664078
10/05/2016,link,2029,913,620,positive,2,https://www.facebook.com/77249349077/posts/10154258555564078
11/05/2016,link,822,444,76,neutral,0,https://www.facebook.com/77249349077/posts/10154260096129078
12/05/2016,video,439,145,268,neutral,0,https://www.facebook.com/77249349077/posts/10154262532734078
12/05/2016,link,365,720,38,positive,1,https://www.facebook.com/77249349077/posts/10154262797939078
15/05/2016,link,1012,344,102,neutral,0,https://www.facebook.com/77249349077/posts/10154270039714078
16/05/2016,video,188,38,52,neutral,0,https://www.facebook.com/77249349077/posts/10154271659624078
16/05/2016,link,1242,342,925,neutral,0,https://www.facebook.com/77249349077/posts/10154272388189078
17/05/2016,video,1541,603,907,positive,1,https://www.facebook.com/77249349077/posts/10154274170189078
17/05/2016,link,413,236,80,neutral,0,https://www.facebook.com/77249349077/posts/10154274730699078
18/05/2016,link,85,104,31,positive,7,https://www.facebook.com/77249349077/posts/10154276084524078
18/05/2016,photo,862,420,192,positive,3,https://www.facebook.com/77249349077/posts/10154276289744078
18/05/2016,link,563,185,47,positive,1,https://www.facebook.com/77249349077/posts/10154277157794078
19/05/2016,link,1250,219,442,positive,1,https://www.facebook.com/77249349077/posts/10154278889374078
19/05/2016,link,400,120,19,neutral,0,https://www.facebook.com/77249349077/posts/10154279805824078
19/05/2016,video,540,358,40,neutral,0,https://www.facebook.com/77249349077/posts/10154280149339078
20/05/2016,link,302,285,37,positive,1,https://www.facebook.com/77249349077/posts/10154282121919078
21/05/2016,link,187,147,98,neutral,0,https://www.facebook.com/77249349077/posts/10154284036939078
21/05/2016,photo,608,260,661,negative,-1,https://www.facebook.com/77249349077/posts/10154284282734078
22/05/2016,link,389,286,95,positive,4,https://www.facebook.com/77249349077/posts/10154286517429078
23/05/2016,video,240,278,0,neutral,0,https://www.facebook.com/77249349077/posts/10154288944814078
23/05/2016,link,373,256,102,positive,3,https://www.facebook.com/77249349077/posts/10154289288959078
24/05/2016,photo,416,419,245,positive,1,https://www.facebook.com/77249349077/posts/10154291770359078
25/05/2016,link,545,118,139,positive,2,https://www.facebook.com/77249349077/posts/10154293237239078
25/05/2016,video,712,360,631,positive,1,https://www.facebook.com/77249349077/posts/10154293373644078
25/05/2016,link,631,469,87,positive,3,https://www.facebook.com/77249349077/posts/10154293764104078
26/05/2016,photo,291,136,226,positive,1,https://www.facebook.com/77249349077/posts/10154296259714078
26/05/2016,link,399,538,30,positive,1,https://www.facebook.com/77249349077/posts/10154296304089078
27/05/2016,link,337,634,65,positive,1,https://www.facebook.com/77249349077/posts/10154298412109078
01/06/2016,link,319,443,88,positive,4,https://www.facebook.com/77249349077/posts/10154310003694078
02/06/2016,link,1120,349,384,negative,-1,https://www.facebook.com/77249349077/posts/10154311843479078
02/06/2016,link,371,276,53,positive,2,https://www.facebook.com/77249349077/posts/10154312050444078
03/06/2016,link,897,936,313,positive,1,https://www.facebook.com/77249349077/posts/10154314760974078
03/06/2016,link,336,200,47,neutral,0,https://www.facebook.com/77249349077/posts/10154315178514078
